strain 	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	originating_lab	submitting_lab	authors	url	title	date_submitted
HongKong23/2020	ncov	?	MT114416	2020-01-27	Asia	Hong Kong			Asia	Hong Kong	Hong Kong	genome	29867	Homo sapiens	?	?	?	?	To K.W.W. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT114416	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/HKG/HKU-907a/2020, complete genome	2020-04-20
HongKong24/2020	ncov	?	MT114418	2020-01-27	Asia	Hong Kong			Asia	Hong Kong	Hong Kong	genome	29891	Homo sapiens	?	?	?	?	To K.W.W. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT114418	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/HKG/HKU-908a/2020, complete genome	2020-04-20
HongKong25/2020	ncov	?	MT114419	2020-01-29	Asia	Hong Kong			Asia	Hong Kong	Hong Kong	genome	29863	Homo sapiens	?	?	?	?	To K.W.W. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT114419	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/HKG/HKU-908b/2020, complete genome	2020-04-20
Bangladesh1/2020	ncov	?	MT664106	2020-06-07	Asia	Bangladesh	Rangpur		Asia	Bangladesh	Rangpur	genome	29903	Homo sapiens	?	?	?	?	Mohammad Mahmud A.S. et al	https://www.ncbi.nlm.nih.gov/nuccore/MT664106	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_112/2020, complete genome	2020-06-25
Bangladesh2/2020	ncov	?	MT664107	2020-05-26	Asia	Bangladesh	Chattogram		Asia	Bangladesh	Chittagong	genome	29903	Homo sapiens	?	?	?	?	Mohammad Mahmud A.S. et al	https://www.ncbi.nlm.nih.gov/nuccore/MT664107	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_071/2020, complete genome	2020-06-25
Bangladesh3/2020	ncov	?	MT664109	2020-06-07	Asia	Bangladesh			Asia	Bangladesh	Bangladesh	genome	29903	Homo sapiens	?	?	?	?	Akter S. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT664109	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_025/2020, complete genome	2020-06-25
Bangladesh4/2020	ncov	?	MT664171	2020-06-07	Asia	Bangladesh			Asia	Bangladesh	Bangladesh	genome	29903	Homo sapiens	?	?	?	?	Sarkar M.M.H. et al. 	https://www.ncbi.nlm.nih.gov/nuccore/MT664171	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_113/2020, complete genome	2020-06-25
Bangladesh5/2020	ncov	?	MT666068	2020-06-07	Asia	Bangladesh			Asia	Bangladesh	Bangladesh	genome	29903	Homo sapiens	?	?	?	?	Goswami B. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT666068	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_105/2020, complete genome	2020-06-25
Bangladesh6/2020	ncov	?	MT666099	2020-06-07	Asia	Bangladesh			Asia	Bangladesh	Bangladesh	genome	29903	Homo sapiens	?	?	?	?	Jahan I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT666099	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_115/2020, complete genome	2020-06-25
Bangladesh7/2020	ncov	?	MT655742	2020-05-24	Asia	Bangladesh	Dhaka		Asia	Bangladesh	Dhaka	genome	29903	Homo sapiens	?	?	?	?	Mohammad Mahmud A.S. et al	https://www.ncbi.nlm.nih.gov/nuccore/MT655742	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_017/2020, complete genome	2020-06-23
Bangladesh8/2020	ncov	?	MT655743	2020-06-07	Asia	Bangladesh	Rangpur		Asia	Bangladesh	Rangpur	genome	29903	Homo sapiens	?	?	?	?	Mohammad Mahmud A.S. et al	https://www.ncbi.nlm.nih.gov/nuccore/MT655743	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_102/2020, complete genome	2020-06-23
Bangladesh9/2020	ncov	?	MT655750	2020-06-07	Asia	Bangladesh	Rangpur		Asia	Bangladesh	Rangpur	genome	29903	Homo sapiens	?	?	?	?	Sarkar M.M.H. et al. 	https://www.ncbi.nlm.nih.gov/nuccore/MT655750	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_101/2020, complete genome	2020-06-23
Bangladesh10/2020	ncov	?	MT656010	2020-05-23	Asia	Bangladesh	Rangpur		Asia	Bangladesh	Rangpur	genome	29903	Homo sapiens	?	?	?	?	Banu T.A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT656010	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_094/2020, complete genome	2020-06-23
Bangladesh11/2020	ncov	?	MT656256	2020-05-23	Asia	Bangladesh	Rangpur		Asia	Bangladesh	Rangpur	genome	29903	Homo sapiens	?	?	?	?	Goswami B. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT656256	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_095/2020, complete genome	2020-06-23
Bangladesh12/2020	ncov	?	MT656590	2020-05-23	Asia	Bangladesh	Rangpur		Asia	Bangladesh	Rangpur	genome	29903	Homo sapiens	?	?	?	?	Jahan I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT656590	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_100/2020, complete genome	2020-06-23
Bangladesh13/2020	ncov	?	MT607245	2020-06-01	Asia	Bangladesh	Dhaka		Asia	Bangladesh	Dhaka	genome	29903	Homo sapiens	?	?	?	?	Akter S. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT607245	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_084/2020, complete genome	2020-06-15
Bangladesh14/2020	ncov	?	MT607246	2020-05-09	Asia	Bangladesh	Narayanganj		Asia	Bangladesh	Narayanganj	genome	29903	Homo sapiens	?	?	?	?	Akter S. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT607246	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_087/2020, complete genome	2020-06-15
Bangladesh15/2020	ncov	?	MT607247	2020-06-01	Asia	Bangladesh	Dhaka		Asia	Bangladesh	Dhaka	genome	29903	Homo sapiens	?	?	?	?	Habib M.A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT607247	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_080/2020, complete genome	2020-06-15
Bangladesh16/2020	ncov	?	MT607248	2020-06-01	Asia	Bangladesh	Dhaka		Asia	Bangladesh	Dhaka	genome	29903	Homo sapiens	?	?	?	?	Habib M.A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT607248	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_083/2020, complete genome	2020-06-15
Bangladesh17/2020	ncov	?	MT607253	2020-05-31	Asia	Bangladesh	Narayanganj		Asia	Bangladesh	Narayanganj	genome	29903	Homo sapiens	?	?	?	?	Goswami B. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT607253	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_062/2020, complete genome	2020-06-15
Bangladesh18/2020	ncov	?	MT601275	2020-05-07	Asia	Bangladesh	Narayanganj		Asia	Bangladesh	Narayanganj	genome	29903	Homo sapiens	?	?	?	?	Mohammad Mahmud A.S. et al	https://www.ncbi.nlm.nih.gov/nuccore/MT601275	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_51/2020, complete genome	2020-06-12
Bangladesh19/2020	ncov	?	MT601276	2020-06-01	Asia	Bangladesh	Narayanganj		Asia	Bangladesh	Narayanganj	genome	29903	Homo sapiens	?	?	?	?	Mohammad Mahmud A.S. et al	https://www.ncbi.nlm.nih.gov/nuccore/MT601276	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_52/2020, complete genome	2020-06-12
Bangladesh20/2020	ncov	?	MT601278	2020-05-10	Asia	Bangladesh	Narayanganj		Asia	Bangladesh	Narayanganj	genome	29903	Homo sapiens	?	?	?	?	Mohammad Mahmud A.S. et al	https://www.ncbi.nlm.nih.gov/nuccore/MT601278	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_56/2020, complete genome	2020-06-12
Bangladesh21/2020	ncov	?	MT601282	2020-05-26	Asia	Bangladesh	Chattogram		Asia	Bangladesh	Chittagong	genome	29903	Homo sapiens	?	?	?	?	Mohammad Mahmud A.S. et al	https://www.ncbi.nlm.nih.gov/nuccore/MT601282	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_69/2020, complete genome	2020-06-12
Bangladesh22/2020	ncov	?	MT601284	2020-05-26	Asia	Bangladesh	Chattogram		Asia	Bangladesh	Chittagong	genome	29903	Homo sapiens	?	?	?	?	Mohammad Mahmud A.S. et al	https://www.ncbi.nlm.nih.gov/nuccore/MT601284	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_72/2020, complete genome	2020-06-12
Bangladesh23/2020	ncov	?	MT601285	2020-06-01	Asia	Bangladesh	Dhaka		Asia	Bangladesh	Dhaka	genome	29903	Homo sapiens	?	?	?	?	Mohammad Mahmud A.S. et al	https://www.ncbi.nlm.nih.gov/nuccore/MT601285	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_73/2020, complete genome	2020-06-12
Bangladesh24/2020	ncov	?	MT601295	2020-05-09	Asia	Bangladesh	Narayanganj		Asia	Bangladesh	Narayanganj	genome	29903	Homo sapiens	?	?	?	?	Mohammad Mahmud A.S. et al	https://www.ncbi.nlm.nih.gov/nuccore/MT601295	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_88/2020, complete genome	2020-06-12
Bangladesh25/2020	ncov	?	MT476385	2020-04-18	Asia	Bangladesh			Asia	Bangladesh	Bangladesh	genome	29902	Homo sapiens	?	?	?	?	Saha S. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT476385	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/CHRF_0001/2020, complete genome	2020-05-15
Bangladesh26/2020	ncov	?	MT664105	2020-05-24	Asia	Bangladesh	Dhaka		Asia	Bangladesh	Dhaka	genome	29900	Homo sapiens	?	?	?	?	Mohammad Mahmud A.S. et al	https://www.ncbi.nlm.nih.gov/nuccore/MT664105	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_021/2020, complete genome	2020-06-25
Bangladesh27/2020	ncov	?	MT664175	2020-06-07	Asia	Bangladesh			Asia	Bangladesh	Bangladesh	genome	29900	Homo sapiens	?	?	?	?	Banu T.A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT664175	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_108/2020, complete genome	2020-06-25
Bangladesh28/2020	ncov	?	MT667351	2020-06-07	Asia	Bangladesh			Asia	Bangladesh	Bangladesh	genome	29900	Homo sapiens	?	?	?	?	Hossain M.S. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT667351	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_116/2020, complete genome	2020-06-25
Bangladesh29/2020	ncov	?	MT601281	2020-05-26	Asia	Bangladesh	Chattogram		Asia	Bangladesh	Chittagong	genome	29900	Homo sapiens	?	?	?	?	Mohammad Mahmud A.S. et al	https://www.ncbi.nlm.nih.gov/nuccore/MT601281	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_67/2020, complete genome	2020-06-12
Bangladesh30/2020	ncov	?	MT607252	2020-05-10	Asia	Bangladesh	Narayanganj		Asia	Bangladesh	Narayanganj	genome	29898	Homo sapiens	?	?	?	?	Goswami B. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT607252	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_060/2020, complete genome	2020-06-15
Bangladesh31/2020	ncov	?	MT539159	2020-05-21	Asia	Bangladesh			Asia	Bangladesh	Bangladesh	genome	29892	Homo sapiens	?	?	?	?	Mohammad Mahmud A.S. et al	https://www.ncbi.nlm.nih.gov/nuccore/MT539159	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_006/2020, complete genome	2020-05-30
Bangladesh32/2020	ncov	?	MT601291	2020-06-01	Asia	Bangladesh	Dhaka		Asia	Bangladesh	Dhaka	genome	29890	Homo sapiens	?	?	?	?	Mohammad Mahmud A.S. et al	https://www.ncbi.nlm.nih.gov/nuccore/MT601291	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_81/2020, complete genome	2020-06-12
Bangladesh33/2020	ncov	?	MT601283	2020-05-26	Asia	Bangladesh	Chattogram		Asia	Bangladesh	Chittagong	genome	29887	Homo sapiens	?	?	?	?	Mohammad Mahmud A.S. et al	https://www.ncbi.nlm.nih.gov/nuccore/MT601283	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/BCSIR_NILMRC_70/2020, complete genome	2020-06-12
Bangladesh34/2020	ncov	?	MT566436	2020-04-28	Asia	Bangladesh			Asia	Bangladesh	Bangladesh	genome	29829	Homo sapiens	?	?	?	?	Khan M.I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT566436	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/DNAS_CPH_isl_427_BGD/2020, complete genome	2020-06-04
Bangladesh35/2020	ncov	?	MT577359	2020-04-25	Asia	Bangladesh			Asia	Bangladesh	Bangladesh	genome	29816	Homo sapiens	?	?	?	?	Kaium M. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT577359	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BGD/akbiomed_01/2020, complete genome	2020-06-09
India1/2020	ncov	?	MT415321	2020-03-11	Asia	India			Asia	India	India	genome	29903	Homo sapiens	?	?	?	?	Kammili N. et al. 	https://www.ncbi.nlm.nih.gov/nuccore/MT415321	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GMCKN318/2020, complete genome	2020-04-30
India2/2020	ncov	?	MT358637	2020-04-05	Asia	India	Rajkot		Asia	India	Gujarat	genome	29903	Homo sapiens	?	?	?	?	Pandit R. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT358637	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC1/2020, complete genome	2020-04-20
India3/2020	ncov	?	MT415320	2020-03-01	Asia	India			Asia	India	India	genome	29901	Homo sapiens	?	?	?	?	Muttineni R. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT415320	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/OUMRK100/2020, complete genome	2020-04-30
India4/2020	ncov	?	MT477885	2020-03-25	Asia	India			Asia	India	India	genome	29899	Homo sapiens	?	?	?	?	Radhakrishna M. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT477885	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/OUMRK1090/2020, complete genome	2020-05-18
India5/2020	ncov	?	MT457402	2020-03-24	Asia	India	Hyderabad		Asia	India	Telangana	genome	29892	Homo sapiens	?	?	?	?	Putty K. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT457402	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GMC-KP1125/2020, complete genome	2020-05-12
India6/2020	ncov	?	MT457403	2020-03-25	Asia	India	Hyderabad		Asia	India	Telangana	genome	29892	Homo sapiens	?	?	?	?	Mesipogu R.R. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT457403	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GMC-RR1191/2020, complete genome	2020-05-12
India7/2020	ncov	?	MT415322	2020-03-16	Asia	India			Asia	India	India	genome	29892	Homo sapiens	?	?	?	?	Kammili N. et al. 	https://www.ncbi.nlm.nih.gov/nuccore/MT415322	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GMCKN443/2020, complete genome	2020-04-30
India8/2020	ncov	?	MT415323	2020-03-20	Asia	India			Asia	India	India	genome	29891	Homo sapiens	?	?	?	?	Bingi T.C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT415323	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GMCTC469/2020, complete genome	2020-04-30
India9/2020	ncov	?	MT012098	2020-01-27	Asia	India	Kerala State		Asia	India	Kerala	genome	29854	Homo sapiens	?	?	?	?	Yadav P.D. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT012098	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/29/2020, complete genome	2020-03-06
India10/2020	ncov	?	MT050493	2020-01-31	Asia	India	Kerala State		Asia	India	Kerala	genome	29851	Homo sapiens	?	?	?	?	Potdar V. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT050493	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/166/2020, complete genome	2020-03-06
India11/2020	ncov	?	MT396242	2020-04-08	Asia	India			Asia	India	India	genome	29841	Homo sapiens	?	?	?	?	Pattabiraman C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT396242	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/nimh-0182/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-28
India12/2020	ncov	?	MT396243	2020-04-06	Asia	India			Asia	India	India	genome	29840	Homo sapiens	?	?	?	?	Pattabiraman C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT396243	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/nimh-0130/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-28
India13/2020	ncov	?	MT396246	2020-04-10	Asia	India			Asia	India	India	genome	29839	Homo sapiens	?	?	?	?	Pattabiraman C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT396246	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/nimh-0318/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-28
India14/2020	ncov	?	MT396248	2020-04-14	Asia	India			Asia	India	India	genome	29839	Homo sapiens	?	?	?	?	Pattabiraman C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT396248	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/nimh-0996/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-28
India15/2020	ncov	?	MT396245	2020-04-10	Asia	India			Asia	India	India	genome	29836	Homo sapiens	?	?	?	?	Pattabiraman C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT396245	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/nimh-0351/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-28
India16/2020	ncov	?	MT434760	2020-04-17	Asia	India			Asia	India	India	genome	29833	Homo sapiens	?	?	?	?	Pattabiraman C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT434760	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/nimh-1598/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-06
India17/2020	ncov	?	MT434759	2020-04-17	Asia	India			Asia	India	India	genome	29827	Homo sapiens	?	?	?	?	Pattabiraman C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT434759	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/nimh-1596/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-06
India18/2020	ncov	?	MT434757	2020-04-21	Asia	India			Asia	India	India	genome	29817	Homo sapiens	?	?	?	?	Pattabiraman C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT434757	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/nimh-2873/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-06
India19/2020	ncov	?	MT496981	2020-05-03	Asia	India	Ahmedabad		Asia	India	Gujarat	genome	29816	Homo sapiens	?	?	?	?	Sabara P. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT496981	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC59/2020, complete genome	2020-05-20
India20/2020	ncov	?	MT439595	2020-04-24	Asia	India			Asia	India	India	genome	29814	Homo sapiens	?	?	?	?	Pattabiraman C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT439595	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/nimh-4376/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-07
India21/2020	ncov	?	MT439597	2020-04-23	Asia	India			Asia	India	India	genome	29812	Homo sapiens	?	?	?	?	Pattabiraman C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT439597	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/nimh-3970/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-07
